dish_id,dish_name,calories_per_100g,protein_per_100g,fat_per_100g,carbs_per_100g,source,confidence_score,normalized_name,average_serving_size
598,Cheese noodle ring,133.67,6.22,6.12,13.96,indb,0.9,cheese noodle ring,30.0
599,Vegetarian club sandwich,198.33,5.45,11.33,19.68,indb,0.9,vegetarian club sandwich,90.0
600,Raw mango drink,35.92,0.16,0.03,9.05,indb,0.9,raw mango drink,200.0
601,Mushroom matar,70.77,2.79,4.11,5.33,indb,0.9,mushroom matar,200.0
602,Fruit Punch,36.12,0.14,0.03,9.38,indb,0.9,fruit punch,240.0
603,Lemonade,20.8,0.03,0.01,5.48,indb,0.9,lemonade,240.0
604,Lem-o-gin,21.52,0.08,0.03,5.55,indb,0.9,lemogin,35.0
605,Coco pine cooler,32.75,0.56,1.0,5.72,indb,0.9,coco pine cooler,198.0
606,Summer cooler,22.43,0.37,0.04,5.43,indb,0.9,summer cooler,198.0
607,Hot cocoa,90.1,3.36,4.56,9.23,indb,0.9,hot cocoa,240.0
608,Cold coffee with ice cream,67.85,1.57,2.11,11.24,indb,0.9,cold coffee with ice cream,250.0
609,Banana milkshake,65.31,1.84,2.37,9.15,indb,0.9,banana milkshake,250.0
610,Mango milkshake,56.9,1.73,2.35,7.23,indb,0.9,mango milkshake,240.0
611,Pineapple milkshake,55.72,1.66,2.23,7.62,indb,0.9,pineapple milkshake,937.6
612,Orange milkshake,57.42,1.86,2.52,7.11,indb,0.9,orange milkshake,300.0
613,Egg nog,97.14,4.78,5.11,8.15,indb,0.9,egg nog,240.0
614,Sweet Lassi,35.66,1.29,0.68,6.51,indb,0.9,sweet lassi,250.0
615,Cheese and chilli sandwich,218.11,6.8,9.78,27.4,indb,0.9,cheese and chilli sandwich,110.0
616,Egg sandwich,285.96,8.69,15.8,29.16,indb,0.9,egg sandwich,136.0
617,Cucumber sandwich,188.6,4.8,8.0,25.77,indb,0.9,cucumber sandwich,78.64
618,Cheese and pineapple sandwich,257.71,8.2,12.8,29.1,indb,0.9,cheese and pineapple sandwich,120.0
619,Peanut and tomato sandwich,291.43,9.53,16.14,28.54,indb,0.9,peanut and tomato sandwich,283.495
620,Rainbow sandwich,272.75,7.75,12.54,34.26,indb,0.9,rainbow sandwich,150.0
621,Club sandwich,235.32,7.31,15.12,18.51,indb,0.9,club sandwich,292.0
622,Stuffed egg omelette/omlet,203.51,8.6,17.77,2.3,indb,0.9,stuffed egg omeletteomlet,123.0
623,Pancake,203.36,5.68,10.82,20.49,indb,0.9,pancake,100.0
624,Keema pancake,176.27,9.01,11.25,9.56,indb,0.9,keema pancake,100.0
625,Vegetable pancake,125.18,3.87,6.57,12.24,indb,0.9,vegetable pancake,150.0
626,Pea parantha/paratha,190.73,5.59,8.8,21.51,indb,0.9,pea paranthaparatha,74.0
627,Keema parantha/paratha,238.09,9.41,13.91,18.36,indb,0.9,keema paranthaparatha,150.0
628,Paneer parantha/paratha,262.97,7.98,14.62,24.33,indb,0.9,paneer paranthaparatha,125.0
629,Besan and spinach parantha/paratha,216.49,5.54,12.09,21.39,indb,0.9,besan and spinach paranthaparatha,100.0
630,Tandoori parantha/paratha,295.37,5.08,16.51,30.74,indb,0.9,tandoori paranthaparatha,100.0
631,Boiled rice,117.19,2.6,0.18,25.72,indb,0.9,boiled rice,158.0
632,Plain pulao,140.21,2.34,4.62,21.82,indb,0.9,plain pulao,200.0
633,Mixed vegetable pulao,113.05,2.72,3.33,17.49,indb,0.9,mixed vegetable pulao,170.0
634,Mushroom pulao,124.29,2.52,4.03,19.02,indb,0.9,mushroom pulao,200.0
635,Sprouted moong pulao,112.97,2.19,3.61,17.49,indb,0.9,sprouted moong pulao,154.0
636,Paneer pulao,581.91,1.98,59.81,8.76,indb,0.9,paneer pulao,200.0
637,Peanut pulao,193.28,5.32,9.51,21.18,indb,0.9,peanut pulao,182.0
638,Navratan pulao,261.71,6.2,9.45,36.98,indb,0.9,navratan pulao,200.0
639,Green chickpeas pulao,173.43,4.88,4.82,27.57,indb,0.9,green chickpeas pulao,200.0
640,Mutton biryani/biriyani,190.76,7.38,7.72,22.5,indb,0.9,mutton biryanibiriyani,250.0
641,Vegetable biryani/biriyani,174.61,3.16,9.51,18.56,indb,0.9,vegetable biryanibiriyani,250.0
642,Lemon rice,176.3,4.26,7.88,21.62,indb,0.9,lemon rice,140.0
643,Sweet rice,215.41,2.1,4.57,42.59,indb,0.9,sweet rice,45.0
644,Curd rice,195.74,5.75,4.32,32.93,indb,0.9,curd rice,200.0
645,Tamarind rice,373.04,7.45,8.53,65.08,indb,0.9,tamarind rice,128.0
646,Spanish rice,164.24,4.19,2.23,31.1,indb,0.9,spanish rice,243.0
647,Chinese fried rice,120.58,4.05,5.43,13.4,indb,0.9,chinese fried rice,149.0
648,Macroni cheese pie,170.63,5.85,7.48,21.1,indb,0.9,macroni cheese pie,200.0
649,Vegetable chowmein,129.71,3.07,6.36,15.44,indb,0.9,vegetable chowmein,200.0
650,Chicken chowmein,151.33,6.33,8.23,13.3,indb,0.9,chicken chowmein,200.0
651,Sprouted moong parantha/paratha,228.59,4.29,12.43,24.31,indb,0.9,sprouted moong paranthaparatha,100.0
652,Dal parantha/paratha,268.24,6.78,13.05,30.03,indb,0.9,dal paranthaparatha,150.0
653,Cauliflower parantha/paratha,178.07,3.73,9.47,18.84,indb,0.9,cauliflower paranthaparatha,150.0
654,Cream of mushroom soup,117.28,6.64,15.5,3.74,indb,0.9,cream of mushroom soup,240.0
655,Jam and fruit pancake,162.02,3.79,7.01,20.73,indb,0.9,jam and fruit pancake,150.0
656,Khoa and coconut pancake,271.98,6.98,15.29,27.32,indb,0.9,khoa and coconut pancake,68.0
657,Brown stock,21.32,1.95,1.38,0.25,indb,0.9,brown stock,60.0
658,Chicken stock,29.88,3.69,1.51,0.37,indb,0.9,chicken stock,240.0
659,Clear tomato soup,80.07,4.79,12.22,3.45,indb,0.9,clear tomato soup,200.0
660,Lentil soup,31.17,9.65,11.68,3.94,indb,0.9,lentil soup,240.0
661,Chicken consomme,47.94,11.47,12.02,1.19,indb,0.9,chicken consomme,228.0
662,Cream of tomato soup,97.81,4.61,13.12,3.93,indb,0.9,cream of tomato soup,240.0
663,Cream of green peas soup,127.84,7.13,14.78,6.75,indb,0.9,cream of green peas soup,276.0
664,Cream of spinach soup,100.54,5.21,13.31,3.45,indb,0.9,cream of spinach soup,240.0
665,Cream of mixed vegetable soup,59.65,6.84,9.05,4.93,indb,0.9,cream of mixed vegetable soup,248.0
666,Chicken sweet corn soup,28.32,14.48,12.59,1.63,indb,0.9,chicken sweet corn soup,250.0
667,Radish parantha/paratha,183.52,3.3,9.53,20.54,indb,0.9,radish paranthaparatha,51.9
668,Minestrone soup,42.66,9.3,11.09,3.71,indb,0.9,minestrone soup,240.0
669,Egg drop soup,26.64,12.93,13.52,1.1,indb,0.9,egg drop soup,240.0
670,Chinese cabbage and meat ball soup,484.31,5.21,56.57,1.43,indb,0.9,chinese cabbage and meat ball soup,250.0
671,French onion soup,55.61,11.41,14.39,4.28,indb,0.9,french onion soup,250.0
672,Hot and sour soup,31.51,3.12,1.31,1.78,indb,0.9,hot and sour soup,233.0
673,Talaumein soup,35.63,10.12,12.78,4.17,indb,0.9,talaumein soup,200.0
674,Cold cucumber soup,48.03,2.99,1.99,4.58,indb,0.9,cold cucumber soup,250.0
675,Cold summer garden soup,49.19,8.57,14.08,2.65,indb,0.9,cold summer garden soup,200.0
676,Chapati/Roti,202.31,5.88,3.56,35.65,indb,0.9,chapatiroti,40.0
677,Plain parantha/paratha,298.3,5.06,16.86,30.69,indb,0.9,plain paranthaparatha,50.0
678,Potato parantha/paratha,205.04,3.7,10.22,23.92,indb,0.9,potato paranthaparatha,150.0
679,Vermicelli kheer,120.07,3.35,5.0,15.87,indb,0.9,vermicelli kheer,150.0
680,Fettuccine with spinach sauce,129.21,3.1,7.83,12.19,indb,0.9,fettuccine with spinach sauce,369.0
681,Paneer kheer,105.31,4.53,5.37,10.03,indb,0.9,paneer kheer,125.0
682,Vermicelli porridge,78.4,2.5,2.98,10.56,indb,0.9,vermicelli porridge,150.0
683,Vermicelli upma,149.11,3.11,7.45,16.88,indb,0.9,vermicelli upma,150.0
684,Rice upma,151.27,2.63,7.46,17.96,indb,0.9,rice upma,170.0
685,Bread upma,129.51,2.8,7.75,12.6,indb,0.9,bread upma,122.0
686,Vegetable upma,146.47,4.73,6.63,16.46,indb,0.9,vegetable upma,100.0
687,Poha,294.53,6.09,14.14,35.05,indb,0.9,poha,150.0
688,Vegetable poha,180.52,4.89,8.07,21.52,indb,0.9,vegetable poha,150.0
689,Moong dal stuffed cheela/chilla,154.89,6.97,5.11,19.42,indb,0.9,moong dal stuffed cheelachilla,40.0
690,Paneer stuffed cheela/chilla,205.19,11.44,8.89,19.16,indb,0.9,paneer stuffed cheelachilla,40.0
691,Indian style egg bhujia),102.83,6.1,7.02,3.76,indb,0.9,indian style egg bhujia,90.0
692,French omelette/omlet,211.04,10.03,18.86,0.41,indb,0.9,french omeletteomlet,100.0
693,Puffy omelette/omlet,188.15,8.82,16.84,0.08,indb,0.9,puffy omeletteomlet,155.0
694,Orange omelette/omlet,194.66,8.93,16.84,1.68,indb,0.9,orange omeletteomlet,50.0
695,Cheese and mushroom omelette/omlet,205.63,9.69,17.82,1.68,indb,0.9,cheese and mushroom omeletteomlet,200.0
696,Spanish omelette/omlet,157.45,8.25,11.44,5.1,indb,0.9,spanish omeletteomlet,150.0
697,Mixed stock,25.19,2.06,1.71,0.33,indb,0.9,mixed stock,250.0
698,Meat stock,24.48,2.1,1.78,0.0,indb,0.9,meat stock,250.0
699,Meat consomme,29.76,14.86,13.68,0.51,indb,0.9,meat consomme,240.0
700,Consomme au julienne,27.76,12.49,10.66,1.49,indb,0.9,consomme au julienne,240.0
701,Consomme au vermicelli,29.94,15.23,12.98,1.3,indb,0.9,consomme au vermicelli,240.0
702,Green pea soup,39.81,11.06,12.9,3.63,indb,0.9,green pea soup,250.0
703,Spinach soup,32.59,10.54,14.26,3.03,indb,0.9,spinach soup,245.0
704,Mixed vegetable soup,35.71,8.22,11.66,2.95,indb,0.9,mixed vegetable soup,250.0
705,Cheese soup,41.13,12.39,17.07,1.87,indb,0.9,cheese soup,250.0
706,Mulligatawny soup,54.42,11.26,13.28,8.24,indb,0.9,mulligatawny soup,250.0
707,Cream of carrot soup,59.77,8.27,12.35,5.69,indb,0.9,cream of carrot soup,360.0
708,Semolina upma,147.89,3.3,7.49,16.31,indb,0.9,semolina upma,200.0
709,Mintade,40.32,0.03,0.02,10.59,indb,0.9,mintade,296.0
710,Pin wheel biscuit,404.6,5.4,18.66,54.56,indb,0.9,pin wheel biscuit,113.0
711,Gingo,48.02,0.14,0.06,12.42,indb,0.9,gingo,200.0
712,Masala biscuit,393.64,6.06,20.75,45.18,indb,0.9,masala biscuit,100.0
713,Ice box cookies,374.24,5.7,14.44,56.09,indb,0.9,ice box cookies,30.0
714,Ginger bread man,365.0,6.61,11.01,60.26,indb,0.9,ginger bread man,45.0
715,Danish cookies,475.33,5.33,24.92,58.0,indb,0.9,danish cookies,30.0
716,Short bread cookies,443.09,6.03,17.98,64.82,indb,0.9,short bread cookies,10.0
717,Coffee biscuit,416.57,6.9,23.0,46.55,indb,0.9,coffee biscuit,30.0
718,Melting moments,437.91,5.71,21.78,55.84,indb,0.9,melting moments,38.0
719,Ginger biscuit,417.91,5.98,18.31,58.44,indb,0.9,ginger biscuit,15.0
720,Peanut burfi,550.99,9.31,36.84,48.14,indb,0.9,peanut burfi,52.0
721,Split bengal gram sweet rice,190.21,4.15,0.64,41.07,indb,0.9,split bengal gram sweet rice,56.0
722,Wheat flour and moong dal burfi,441.08,9.84,18.41,60.0,indb,0.9,wheat flour and moong dal burfi,25.5
723,Spinach burfi,121.17,2.71,6.81,12.76,indb,0.9,spinach burfi,25.0
724,Sweet split chickpea roti,366.59,9.51,7.93,62.66,indb,0.9,sweet split chickpea roti,53.5
725,Sprouted moong daliya,111.56,2.81,4.71,14.77,indb,0.9,sprouted moong daliya,100.0
726,Sprouted moong poha,192.6,5.59,6.89,26.6,indb,0.9,sprouted moong poha,200.0
727,Pearl millet ladoo,319.66,9.61,8.06,50.98,indb,0.9,pearl millet ladoo,20.0
728,Paushtik ladoo,485.87,7.65,24.98,60.34,indb,0.9,paushtik ladoo,40.0
729,Paushtik roti,149.26,7.17,1.51,26.59,indb,0.9,paushtik roti,40.0
730,Dhokla,216.49,13.45,5.28,30.68,indb,0.9,dhokla,58.0
731,Kashmiri tea,24.9,0.17,0.51,5.23,indb,0.9,kashmiri tea,171.0
732,Hot chocolate,90.01,3.43,4.61,9.02,indb,0.9,hot chocolate,240.0
733,Cold coffee,82.76,1.93,3.29,11.98,indb,0.9,cold coffee,240.0
734,Banana milkshake with ice cream,76.45,2.01,2.77,11.15,indb,0.9,banana milkshake with ice cream,265.0
735,Flavoured milkshake,66.78,2.06,2.83,8.65,indb,0.9,flavoured milkshake,250.0
736,Jal jeera,30.24,0.44,0.26,6.7,indb,0.9,jal jeera,240.0
737,Cream of broccoli soup,56.14,8.97,12.75,3.72,indb,0.9,cream of broccoli soup,240.0
738,Cream of potato soup,60.2,8.1,12.05,6.14,indb,0.9,cream of potato soup,240.0
739,Almond soup,78.65,10.13,13.8,3.68,indb,0.9,almond soup,250.0
740,Chicken stew,127.55,7.19,8.91,4.44,indb,0.9,chicken stew,577.37
741,Spaghetti bolognese,97.43,9.35,9.51,10.04,indb,0.9,spaghetti bolognese,400.0
742,Meat and macaroni casserole,161.55,9.15,10.17,16.12,indb,0.9,meat and macaroni casserole,454.0
743,Spaghetti with meat balls and tomato sauce,158.13,5.61,10.64,10.46,indb,0.9,spaghetti with meat balls and tomato sauce,400.0
744,Spaghetti with paneer balls and tomato sauce,158.54,3.95,10.44,12.72,indb,0.9,spaghetti with paneer balls and tomato sauce,350.0
745,Lasagne with meat sauce,63.38,2.9,3.43,5.38,indb,0.9,lasagne with meat sauce,170.0
746,Lasagne with vegetables,49.23,1.71,2.16,5.9,indb,0.9,lasagne with vegetables,250.0
747,Home made egg noodles,240.84,6.55,4.37,42.92,indb,0.9,home made egg noodles,45.1
748,Sour lentils,34.79,2.22,0.12,6.04,indb,0.9,sour lentils,33.333333333333336
749,Urad special dehusked,69.43,3.14,2.17,8.86,indb,0.9,urad special dehusked,100.0
750,Arhar with spinach,52.84,2.05,2.76,4.77,indb,0.9,arhar with spinach,200.0
751,Moong dal with vadi,24.08,0.4,2.05,1.0,indb,0.9,moong dal with vadi,50.0
752,Rasam with tamarind,26.74,1.13,0.88,3.37,indb,0.9,rasam with tamarind,249.53
753,Rasam with lemon,24.41,1.11,0.87,2.85,indb,0.9,rasam with lemon,128.0
754,Green gram whole with baghar,63.43,3.23,2.48,6.8,indb,0.9,green gram whole with baghar,100.0
755,Urad sabut special,79.39,2.33,5.46,5.03,indb,0.9,urad sabut special,100.0
756,Kabuli channa curry,68.57,2.92,3.06,7.63,indb,0.9,kabuli channa curry,200.0
757,Besan gatte curry,189.38,7.75,10.72,16.26,indb,0.9,besan gatte curry,100.0
758,Dry masala chops,135.07,9.08,9.54,3.3,indb,0.9,dry masala chops,156.0
759,Mutton korma,115.64,7.09,8.54,2.53,indb,0.9,mutton korma,250.0
760,Shahi keema kofta curry,418.13,4.14,43.83,1.73,indb,0.9,shahi keema kofta curry,200.0
761,Minced meat ball curry,109.79,6.82,7.85,2.86,indb,0.9,minced meat ball curry,250.0
762,Boti kebab,132.86,9.22,9.27,3.06,indb,0.9,boti kebab,113.4
763,Mutton seekh kebab,133.94,11.25,8.43,3.11,indb,0.9,mutton seekh kebab,100.0
764,Indian lamb and egg curry,335.75,3.84,34.7,2.07,indb,0.9,indian lamb and egg curry,170.0
765,Soya chunks korma,131.43,3.86,9.5,7.67,indb,0.9,soya chunks korma,200.0
766,Beans and macaroni,136.08,4.58,7.01,14.24,indb,0.9,beans and macaroni,100.0
767,Appam,267.7,3.12,22.63,13.28,indb,0.9,appam,45.94
768,Uttapam,255.95,6.18,9.03,36.28,indb,0.9,uttapam,150.0
769,Eggplant/Brinjal rice,184.8,5.28,3.67,31.74,indb,0.9,eggplantbrinjal rice,150.0
770,Veg paneer stew,145.55,6.98,8.41,10.22,indb,0.9,veg paneer stew,200.0
771,Onion-green chilli parantha/paratha,191.27,4.37,7.27,26.37,indb,0.9,oniongreen chilli paranthaparatha,80.0
772,Methi parantha/paratha,148.36,4.27,4.34,22.19,indb,0.9,methi paranthaparatha,75.0
773,Bathua poori,598.79,2.35,59.14,13.85,indb,0.9,bathua poori,44.0
774,Beetroot poori,527.66,1.91,52.18,12.29,indb,0.9,beetroot poori,50.0
775,Peas poori,592.83,3.04,57.69,14.92,indb,0.9,peas poori,50.0
776,Peas kachori,584.68,3.21,57.51,13.25,indb,0.9,peas kachori,50.0
777,Pizza,146.77,6.85,8.72,9.94,indb,0.9,pizza,140.0
778,Bacon and mushroom pancake,157.67,6.82,10.6,8.47,indb,0.9,bacon and mushroom pancake,150.0
779,Cheese and tomato pancake,147.39,5.15,9.28,10.66,indb,0.9,cheese and tomato pancake,150.0
780,Minced meat pancake,116.04,12.01,10.48,8.18,indb,0.9,minced meat pancake,150.0
781,Kashmiri 'tahar',98.21,1.95,1.37,19.11,indb,0.9,kashmiri tahar,200.0
782,Masala dosa paneer fillings,243.12,10.31,8.84,29.76,indb,0.9,masala dosa paneer fillings,33.33
783,Cumin pulao,135.24,2.47,3.2,23.61,indb,0.9,cumin pulao,200.0
784,Peas pulao,108.87,3.89,1.9,18.42,indb,0.9,peas pulao,153.0
785,Split bengal gram dal and vegetable pulao,116.53,3.6,2.3,19.72,indb,0.9,split bengal gram dal and vegetable pulao,200.0
786,Black channa pulao/ Bengal gram pulao,125.51,3.44,2.58,21.55,indb,0.9,black channa pulao bengal gram pulao,155.0
787,Mutton pulao,130.77,6.52,10.78,11.26,indb,0.9,mutton pulao,200.0
788,Chicken pulao,108.24,6.07,8.48,11.17,indb,0.9,chicken pulao,250.0
789,Mexican rice,120.57,4.62,4.88,14.21,indb,0.9,mexican rice,100.0
790,Plain khitchdi,57.03,1.72,1.01,10.04,indb,0.9,plain khitchdi,200.0
791,Instant idli,247.29,9.16,3.61,43.4,indb,0.9,instant idli,20.0
792,Plain dosa,380.91,10.34,8.43,64.08,indb,0.9,plain dosa,100.0
793,Masala dosa mixed vegetable fillings,144.53,4.84,3.26,23.02,indb,0.9,masala dosa mixed vegetable fillings,132.0
794,Saffron biscuit,458.61,6.05,22.01,59.7,indb,0.9,saffron biscuit,50.0
795,Soya chunks sweet and sour,500.94,2.85,55.99,3.27,indb,0.9,soya chunks sweet and sour,100.0
796,Peanut biscuit,401.05,8.45,20.41,46.72,indb,0.9,peanut biscuit,30.0
797,Sesame ladoo,396.96,10.7,19.64,43.5,indb,0.9,sesame ladoo,20.0
798,Orange and pineapple cream,101.18,1.44,5.43,11.96,indb,0.9,orange and pineapple cream,100.0
799,Charlotte rousse,188.29,3.95,4.78,34.08,indb,0.9,charlotte rousse,150.0
800,Snow flakes pudding,95.21,4.67,4.97,8.07,indb,0.9,snow flakes pudding,30.0
801,Kulfi,98.43,3.21,4.7,11.3,indb,0.9,kulfi,75.0
802,Steamed orange pudding,278.03,2.34,12.04,41.53,indb,0.9,steamed orange pudding,260.0
803,Meringue and rice pudding,112.93,4.84,4.05,14.6,indb,0.9,meringue and rice pudding,113.0
804,Cheese pudding,285.01,11.29,18.37,19.27,indb,0.9,cheese pudding,254.0
805,Chocolate pudding,211.96,3.55,9.48,29.59,indb,0.9,chocolate pudding,150.0
806,Bread and butter pudding,167.94,5.59,7.88,19.63,indb,0.9,bread and butter pudding,150.0
807,Queen of pudding,132.92,5.51,5.38,16.35,indb,0.9,queen of pudding,117.0
808,Pineapple upside down pudding,257.73,3.15,11.91,35.73,indb,0.9,pineapple upside down pudding,127.0
809,Date and nut pie,322.42,3.93,13.31,46.86,indb,0.9,date and nut pie,50.0
810,Stewed apple with custard,92.87,1.27,1.82,18.36,indb,0.9,stewed apple with custard,150.0
811,Apple snowballs,101.51,0.86,0.31,24.58,indb,0.9,apple snowballs,333.0
812,Hot orange souffle,179.97,6.87,8.95,18.77,indb,0.9,hot orange souffle,73.0
813,Hot chocolate souffle,226.09,6.7,11.1,26.21,indb,0.9,hot chocolate souffle,90.0
814,Hot vanilla souffle,192.93,6.87,9.07,21.77,indb,0.9,hot vanilla souffle,90.0
815,Plain burfi,408.32,9.82,27.96,30.88,indb,0.9,plain burfi,25.0
816,Coconut burfi,467.64,8.81,34.63,32.15,indb,0.9,coconut burfi,30.0
817,Bottle gourd burfi,275.96,5.86,17.68,24.51,indb,0.9,bottle gourd burfi,50.0
818,Chocolate burfi,339.33,13.0,17.86,33.15,indb,0.9,chocolate burfi,50.0
819,Cashewnut burfi,421.74,5.48,28.46,37.92,indb,0.9,cashewnut burfi,22.0
820,Gram flour burfi,421.79,11.19,22.41,46.59,indb,0.9,gram flour burfi,50.0
821,Semolina ladoo with khoya,428.71,6.71,21.86,52.86,indb,0.9,semolina ladoo with khoya,25.5
822,Semolina ladoo with coconut,464.43,5.68,27.03,50.9,indb,0.9,semolina ladoo with coconut,30.0
823,Mango mousse,124.98,3.21,8.47,9.14,indb,0.9,mango mousse,100.0
824,Rich chocolate mousse,188.26,7.96,12.19,10.84,indb,0.9,rich chocolate mousse,100.0
825,Apple mousse,106.92,4.21,4.27,12.77,indb,0.9,apple mousse,25.0
826,Pumpkin halwa,190.27,1.33,8.81,27.6,indb,0.9,pumpkin halwa,123.0
827,Sweet and salty biscuit,407.96,6.15,22.39,45.09,indb,0.9,sweet and salty biscuit,24.0
828,Cabbage kheer,83.51,2.87,3.8,9.73,indb,0.9,cabbage kheer,100.0
829,Carrot kheer,85.35,2.81,3.85,10.09,indb,0.9,carrot kheer,95.0
830,Cauliflower kheer,81.95,3.04,3.95,8.78,indb,0.9,cauliflower kheer,100.0
831,Moong dal kheer,77.16,2.95,2.97,9.89,indb,0.9,moong dal kheer,100.0
832,Phirni,116.12,3.49,4.34,16.11,indb,0.9,phirni,100.0
833,Semolina halwa,225.65,2.16,13.38,24.67,indb,0.9,semolina halwa,150.0
834,Shahi suji halwa,382.34,3.48,21.73,44.44,indb,0.9,shahi suji halwa,100.0
835,Carrot halwa,172.64,3.11,9.73,18.53,indb,0.9,carrot halwa,100.0
836,Egg halwa,299.74,7.85,13.41,39.59,indb,0.9,egg halwa,100.0
837,Potato halwa,151.66,1.53,3.48,29.18,indb,0.9,potato halwa,100.0
838,Moong dal halwa,349.8,8.35,17.68,40.23,indb,0.9,moong dal halwa,100.0
839,Pineapple souffle,196.14,8.06,11.72,15.52,indb,0.9,pineapple souffle,100.0
840,Baked custard,106.53,5.41,5.3,9.45,indb,0.9,baked custard,150.0
841,Soft Custard,109.18,5.01,5.07,11.19,indb,0.9,soft custard,25.0
842,Chocolate ice cream,177.7,4.47,11.25,15.41,indb,0.9,chocolate ice cream,50.0
843,Mango ice cream,125.69,3.4,7.62,11.14,indb,0.9,mango ice cream,140.0
844,Fruit Ice cream,171.46,4.37,10.38,16.05,indb,0.9,fruit ice cream,100.0
845,Caramel ice cream,173.52,4.31,11.15,14.81,indb,0.9,caramel ice cream,100.0
846,Lemon souffle,168.51,6.95,10.02,13.43,indb,0.9,lemon souffle,67.0
847,Orange souffle,168.28,6.8,9.73,14.2,indb,0.9,orange souffle,100.0
848,Vanilla souffle,187.85,7.71,11.19,14.78,indb,0.9,vanilla souffle,25.0
849,Chocolate souffle,189.32,7.88,11.36,14.74,indb,0.9,chocolate souffle,100.0
850,Gram flour ladoo,476.91,8.93,22.76,62.61,indb,0.9,gram flour ladoo,30.0
851,Triffle pudding,116.97,2.93,3.93,18.24,indb,0.9,triffle pudding,145.0
852,Chenna murki,252.69,10.46,8.2,36.01,indb,0.9,chenna murki,30.0
853,Minced meat patties,265.72,6.88,19.57,15.25,indb,0.9,minced meat patties,100.0
854,Hot cheese souffle,177.1,9.18,13.23,5.41,indb,0.9,hot cheese souffle,100.0
855,Hot potato souffle,125.64,5.51,7.64,8.56,indb,0.9,hot potato souffle,200.0
856,Hot fish souffle,142.92,11.23,9.24,3.69,indb,0.9,hot fish souffle,170.0
857,Hot spinach souffle,104.25,5.43,7.24,4.19,indb,0.9,hot spinach souffle,136.0
858,Plain cream cake,353.94,6.18,16.17,47.18,indb,0.9,plain cream cake,100.0
859,Apple cake,290.08,4.94,12.87,39.48,indb,0.9,apple cake,100.0
860,Marble cake,354.11,6.3,16.27,46.88,indb,0.9,marble cake,109.0
861,Chocolate cake,335.61,6.01,15.18,45.14,indb,0.9,chocolate cake,100.0
862,Orange cake,357.61,6.1,16.21,48.28,indb,0.9,orange cake,100.0
863,Fruit Loaf,324.19,5.36,13.31,46.49,indb,0.9,fruit loaf,36.0
864,Chocolate chiffon cake,311.71,5.76,15.8,37.87,indb,0.9,chocolate chiffon cake,66.0
865,Christmas cake,372.95,5.49,16.88,48.29,indb,0.9,christmas cake,100.0
866,Strawberry and vanilla cake with butter icing,370.54,3.89,20.39,44.25,indb,0.9,strawberry and vanilla cake with butter icing,67.0
867,Eggless cake,318.08,8.12,11.75,46.14,indb,0.9,eggless cake,80.0
868,Swiss roll,251.87,7.3,3.77,48.34,indb,0.9,swiss roll,30.0
869,Pineapple pastry,208.21,6.06,7.87,29.04,indb,0.9,pineapple pastry,45.0
870,Black forest pastry,233.55,6.09,8.46,34.48,indb,0.9,black forest pastry,100.0
871,Coconut finger,274.86,7.09,8.86,42.56,indb,0.9,coconut finger,112.0
872,Pineapple cake,195.57,5.01,9.34,23.51,indb,0.9,pineapple cake,50.0
873,Chocolate walnut cookies,424.8,6.56,23.62,47.1,indb,0.9,chocolate walnut cookies,28.0
874,Chocolate chip cookies,425.29,5.79,19.38,57.98,indb,0.9,chocolate chip cookies,30.0
875,Sweet plain biscuit,380.76,5.86,17.67,50.29,indb,0.9,sweet plain biscuit,30.0
876,Chocolate biscuit,379.76,5.88,17.09,51.56,indb,0.9,chocolate biscuit,20.0
877,Milk cake,127.41,3.01,8.93,9.13,indb,0.9,milk cake,31.0
878,Coconut biscuit,434.98,5.78,27.16,42.9,indb,0.9,coconut biscuit,16.0
879,Cheese patties,324.01,7.38,22.67,22.23,indb,0.9,cheese patties,85.0
880,Banana cake,389.51,5.77,23.31,40.0,indb,0.9,banana cake,108.0
881,Chocolate eclairs,239.42,4.24,13.5,26.22,indb,0.9,chocolate eclairs,59.0
882,Custard tart,225.6,3.72,10.73,28.66,indb,0.9,custard tart,117.0
883,Gulab Jamun with khoya,586.06,2.03,53.23,26.09,indb,0.9,gulab jamun with khoya,54.0
884,Cream puffs,221.33,4.7,15.48,16.0,indb,0.9,cream puffs,85.0
885,Shahi tukre,189.81,2.76,2.54,41.46,indb,0.9,shahi tukre,100.0
886,Potato samosa,577.39,1.71,59.19,9.21,indb,0.9,potato samosa,100.0
887,Vegetable burger,519.93,3.26,50.63,13.69,indb,0.9,vegetable burger,100.0
888,Cheese pizza,249.5,5.79,12.43,30.62,indb,0.9,cheese pizza,100.0
889,Paneer shaslik/tikka,93.85,5.11,4.49,7.98,indb,0.9,paneer shasliktikka,100.0
890,Peanut brittle,320.46,6.94,11.13,47.46,indb,0.9,peanut brittle,28.35
891,Dry mango chutney,298.13,2.43,0.7,69.17,indb,0.9,dry mango chutney,15.0
892,Peanut chutney,258.37,11.8,19.06,9.87,indb,0.9,peanut chutney,40.0
893,Coconut chutney,265.92,3.59,25.0,8.29,indb,0.9,coconut chutney,28.0
894,Mint and coriander chutney,102.6,2.81,0.51,21.18,indb,0.9,mint and coriander chutney,15.0
895,Mal pua,566.68,1.71,54.64,17.56,indb,0.9,mal pua,46.1
